Job Title,Company,Location,Description,Job Type,Salary,Job Link
Motion Video Animator,Confidential -,"Cairo, Egypt",Full TimeRemoteEntry Level · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Design · Motion Graphics · 2D · Adobe illustrator · Adobe After Effects · Animation · Motion,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/iRqQPDQzC5xa-Motion-Video-Animator-Cairo-Egypt
Creative Director,Advertizer -,"Tanta, Gharbia, Egypt",Full TimePart TimeFreelance / ProjectHybridManager · 5 - 10 Yrs of Exp · Business Development · Marketing/PR/Advertising · Strategy/Consulting · Adobe Creative Suite · Advertising · Creative · Design · Digital Marketing · digital marketing · Graphic Design,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/W639H7GXHVM8-Creative-Director-Advertizer-Gharbia-Egypt
Senior Graphic Designer,Advertizer -,"Tanta, Gharbia, Egypt",Full TimePart TimeOn-siteExperienced · 5 - 10 Yrs of Exp · males_only · Creative/Design/Art · Marketing/PR/Advertising · adobe · Adobe illustrator · Adobe Photoshop · Advertising · Creative · Design · Graphic · Graphic Design,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/vVZDG5FDFg9h-Senior-Graphic-Designer-Advertizer-Gharbia-Egypt
Senior UI & UX Designer,Ultimate Solutions Egypt -,"Sheikh Zayed, Giza, Egypt",Full TimeOn-siteExperienced · 2 - 3 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Computer Science · illustrator · Information Technology (IT) · Software · ui · UI/UX · UX,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/3tbc3bt8KGJN-Senior-UI-UX-Designer-Ultimate-Solutions-Egypt-Giza-Egypt
"3d winning creative animation, VXF - CGI",Healthy -,"Nasr City, Cairo, Egypt",Full TimeOn-siteExperienced · 2 - 2 Yrs of Exp · Marketing/PR/Advertising · 3D · 3D Animation · Adobe illustrator · Creative · Animation · Graphic Design · Motion,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/3aY39GpUC7Ue-3d-winning-creative-animation-VXF---CGI-Healthy-Cairo-Egypt
Graphic & Media Designer,SERV-QUAL -,"New Cairo, Cairo, Egypt",Full TimeOn-siteExperienced · 1 - 5 Yrs of Exp · Creative/Design/Art · Manufacturing/Production · Media/Journalism/Publishing · Graphic Design · Social Media · Adobe Photoshop · Design · After Effect · Adobe Illustration · Adobe Premiere,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/noXAx4tAk6gt-Graphic-Media-Designer-SERV-QUAL-Cairo-Egypt
Graphic Designer,OPPO Egypt  -,"Nasr City, Cairo, Egypt",Full TimeOn-siteExperienced · 1 - 3 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Adobe illustrator · Adobe Photoshop · Designer · Graphic Design · graphic designer · Design · Graphic,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/lAcWFUb0tDL7-Graphic-Designer-OPPO-Egypt-Cairo-Egypt
Graphic Designer,TTC Technologies -,"Heliopolis, Cairo, Egypt",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Adobe illustrator · Adobe Photoshop · Adobe Premiere · Design · Graphic · Creative · Graphic Design · illustrator,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/C618ptR1Cd2G-Graphic-Designer-TTC-Technologies-Cairo-Egypt
Animation Designer and graphic designer,Abadnet -,"Ain Shams, Cairo, Egypt",Full TimeOn-siteExperienced · 3 - 12 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Adobe illustrator · Animation · Adobe Photoshop · Graphic Design,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/hlB2aTFjJp6d-Animation-Designer-and-graphic-designer-Abadnet-Cairo-Egypt
3 D Character Artist,Makouk -,"Cairo, Egypt",Part TimeFreelance / ProjectRemoteExperienced · 4+ Yrs of Exp · Creative/Design/Art · 3D Modeling · 3D · MAYA · Design · Adobe illustrator · Adobe Photoshop · Animation · Blender · Fine Arts,Part Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/c6h3RWRExvY4-3-D-Character-Artist-Makouk-Cairo-Egypt
Graphic Designer,Etqaan For Digital Solutions -,"6th of October, Giza, Egypt",Full TimeOn-siteExperienced · 5 - 10 Yrs of Exp · Creative/Design/Art · Adobe Creative Suite · Applied Arts · Design · Graphic Design · Graphic · Creative · Arts · adobe · Adobe illustrator,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/iSJMGjFYY4L1-Graphic-Designer-Etqaan-For-Digital-Solutions-Giza-Egypt
Branding Graphic Designer (Remote - Part-time),xmth -,"Downtown, Cairo, Egypt",Part TimeRemoteExperienced · 2 - 5 Yrs of Exp · Creative/Design/Art · Graphic Design · Branding · Visual Design · Design · Graphic · illustrator · indesign · Layout · Adobe illustrator,Part Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/PppbZam3XViM-Branding-Graphic-Designer-Remote---Part-time-xmth-Cairo-Egypt
Motion Graphics Designer,Soomline co  -,"Cairo, Egypt",Full TimeRemoteExperienced · 3 - 5 Yrs of Exp · Creative/Design/Art · Adobe illustrator · Adobe Premiere · graphics · Motion Graphics · Motion · Adobe After Effects · adobe · Communication skills · Graphic Design,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/EqjV4CcWq3Lg-Motion-Graphics-Designer-Soomline-co-Cairo-Egypt
Production Engineer,Monyay -,"Helwan, Cairo, Egypt",Full TimeOn-siteExperienced · 10 - 15 Yrs of Exp · males_only · Manufacturing/Production · Engineering · Manufacturing · Production · Adobe illustrator · Production Engineering,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/zA5mrhwZV1WM-Production-Engineer-Monyay-Cairo-Egypt
Senior Graphic Designer,Continental Comfort  -,"New Cairo, Cairo, Egypt",Full TimeOn-siteExperienced · 5 - 7 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Graphic · Graphic Design · photoshop · Design · Adobe illustrator,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/idbLmU9vmGjw-Senior-Graphic-Designer-Continental-Comfort-Cairo-Egypt
Graphic Designer ( Finalizer),EPL Misr For Advanced Packaging -,"Obour City, Cairo, Egypt",Full TimeOn-siteExperienced · 2 - 5 Yrs of Exp · Creative/Design/Art · finalizer · Graphic designer · Adobe illustrator · Adobe Photoshop · Graphic Design · English · Fine Arts · Packaging · photoshop,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/pPlekLLbo6kp-Graphic-Designer-Finalizer-EPL-Misr-For-Advanced-Packaging-Cairo-Egypt
Senior graphic designer,Homix -,"Mohandessin, Giza, Egypt",Full TimeOn-siteExperienced · Creative/Design/Art · Marketing/PR/Advertising · Adobe Photoshop · Graphic Design · illustrator · photoshop · Design,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/Lr5q0FyAqE4w-Senior-graphic-designer-Homix-Giza-Egypt
Graphic Designer,Ezdhaer media  -,"Nozha, Cairo, Egypt",Full TimePart TimeOn-siteExperienced · 2 - 5 Yrs of Exp · Marketing/PR/Advertising · graphic designer · Graphic Design · Adobe illustrator · Adobe Photoshop · Graphic · Design · Designer,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/hzH8SSnCtP8m-Graphic-Designer-Ezdhaer-media-Cairo-Egypt
Creative Designer / Architect / Interior designer - work from home,The Wayfinding & Sign Design Services Co. -,"Dubai, United Arab Emirates",Full TimeRemoteExperienced · 7+ Yrs of Exp · Engineering - Construction/Civil/Architecture · Creative/Design/Art · Marketing/PR/Advertising · Architecture · AutoCAD · Adobe illustrator · Engineering · signage · wayfinding · Computer Science,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/zmajeXtuIeWO-Creative-Designer-Architect-Interior-designer---work-from-home-The-Wayfinding-Sign-Design-Services-Co-Dubai-United-Arab-Emirates
Graphic Designer,M5ZOON -,"New Cairo, Cairo, Egypt",Full TimeOn-siteExperienced · 2 - 3 Yrs of Exp · Creative/Design/Art · Adobe illustrator · Adobe Photoshop · Arts · Design · dreamweaver · Fine Arts · Graphic · Graphic Design · illustrator,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/jCBNWkhxLXxb-Graphic-Designer-M5ZOON-Cairo-Egypt
Senior Motion Graphic,Confidential -,"Sheraton, Cairo, Egypt",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Creative/Design/Art · IT/Software Development · Marketing/PR/Advertising · Adobe illustrator · Adobe Photoshop · Graphic · Graphic Design · Motion · motion graphic · senior,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/UFFjX54uvGVb-Senior-Motion-Graphic-Cairo-Egypt
Graphic Designer,Art By Ai Company -,"New Cairo, Cairo, Egypt",Full TimeHybridEntry Level · 1 - 2 Yrs of Exp · Creative/Design/Art · Adobe Photoshop · Graphic · Designer · Design · Adobe illustrator · graphic designer · Graphic Design,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/mkF6H3eZTvQw-Graphic-Designer-Art-By-Ai-Company-Cairo-Egypt
Graphic Designer,Meadis -,"Heliopolis, Cairo, Egypt",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Marketing/PR/Advertising · Adobe illustrator · Adobe Photoshop · Design · Graphic Design,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/xraIcGQGe1UP-Graphic-Designer-Meadis-Cairo-Egypt
Graphic Designer,Confidential -,"Agouza, Giza, Egypt",Full TimeOn-siteExperienced · 5 - 8 Yrs of Exp · females_only · Creative/Design/Art · Marketing/PR/Advertising · Adobe illustrator · Graphic · Graphic Design · illustrator · indesign · photoshop · Software · Fine Arts,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/zq4EJyiISQpH-Graphic-Designer-Giza-Egypt
Interior Designer,SAYYAD Holding  -,"Heliopolis, Cairo, Egypt",Full TimeOn-siteExperienced · 2 - 7 Yrs of Exp · females_only · Engineering - Construction/Civil/Architecture · Creative/Design/Art · Sales/Retail · 3D · 3d max · Architecture · AutoCAD · Design · Interior Design · illustrator,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/y7xdPNF83TrO-Interior-Designer-SAYYAD-Holding-Cairo-Egypt
Visual Designer,NOK for Human Capital Solutions -,"New Cairo, Cairo, Egypt",Full TimeOn-siteExperienced · 5 - 7 Yrs of Exp · Creative/Design/Art · Adobe illustrator · Adobe Photoshop · Creative · Design · Graphic Design · photoshop · Visual Design,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/vyIzh0RopNq9-Visual-Designer-NOK-for-Human-Capital-Solutions-Cairo-Egypt
Senior Graphic Designer,BTC-Egypt Gold -,"Heliopolis, Cairo, Egypt",Full TimeOn-siteExperienced · 4 - 7 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Visual Design · Marketing · 3d max · 3D · Adobe Photoshop · Communication · Creativity · Graphic Design,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/KugPduclABcl-Senior-Graphic-Designer-BTC-Egypt-Gold-Cairo-Egypt
Architect / Landscape Architect,Land Design -,"Sheikh Zayed, Giza, Egypt",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Engineering - Construction/Civil/Architecture · Creative/Design/Art · AutoCAD · Adobe Photoshop · Adobe Illustrator · Architecture · Engineering · Google SketchUp · Lumion · Landscape,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/j3sEb4IwHVou-Architect-Landscape-Architect-Land-Design-Giza-Egypt
Multimedia Designer,Trufla -,"Heliopolis, Cairo, Egypt",Full TimeHybridExperienced · 3+ Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Graphic Design · Design · Social Media · Marketing · Communication · Graphic · English,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/yvP1zflwCuGT-Multimedia-Designer-Trufla-Cairo-Egypt
Senior Graphic Designer & Video Editor,NIG -,"New Cairo, Cairo, Egypt",Full TimeOn-siteExperienced · 4 - 6 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Adobe illustrator · Adobe Photoshop · Editing · Design · Graphic · Graphic Design · illustrator,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/PftgEogIAQgr-Senior-Graphic-Designer-Video-Editor-NIG-Cairo-Egypt
Senior Architecture Engineer,Unity design and Construction Company -,"Sheikh Zayed, Giza, Egypt",Full TimeOn-siteExperienced · 10 - 15 Yrs of Exp · Engineering - Construction/Civil/Architecture · AutoCAD · Adobe Indesign · Design · Architecture · Engineering · Adobe Photoshop · Adobe Illustrator · 3ds Max · Revit,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/6picmybAIErn-Senior-Architecture-Engineer-Unity-design-and-Construction-Company-Giza-Egypt
Creative Manager,Credence -,"Hurghada, Red Sea, Egypt",Full TimeOn-siteManager · 4 - 8 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Art · Creative · Graphic · Graphic Design · Design · photoshop · Social Media · illustrator,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/xCaVhemmemST-Creative-Manager-Credence-Red-Sea-Egypt
Video Editor,BL Fashion and Personal Supplies  -,"New Cairo, Cairo, Egypt",Full TimeOn-siteExperienced · 3 - 10 Yrs of Exp · females_only · Marketing/PR/Advertising · Adobe Photoshop · Creative · After Effects · Design · Editing · Graphic Design · illustrator · media · Motion Graphics,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/JkHR6PJQjdCE-Video-Editor-BL-Fashion-and-Personal-Supplies-Cairo-Egypt
Junior Landscape Architect,Land Design -,"Sheikh Zayed, Giza, Egypt",Full TimeOn-siteEntry Level · 0 - 2 Yrs of Exp · Engineering - Construction/Civil/Architecture · Creative/Design/Art · AutoCAD · Adobe Photoshop · Adobe Illustrator · Architecture · Engineering · Google SketchUp · Lumion · Landscape,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/786RDyXmxh62-Junior-Landscape-Architect-Land-Design-Giza-Egypt
Graphic Designer,Monstel -,"Sheikh Zayed, Giza, Egypt",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Manufacturing/Production · Medical/Healthcare · Pharmaceutical · Graphic Design · Adobe illustrator · Adobe Photoshop · Product · Packaging,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/iy1uG1JM6SYv-Graphic-Designer-MERCARE-Giza-Egypt
Graphic Designer,JAC -,"Badr City, Cairo, Egypt",Full TimeOn-siteExperienced · 5 - 7 Yrs of Exp · Creative/Design/Art · Adobe illustrator · Adobe Photoshop · Design · Graphic Design,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/CCDuDBSWRBaZ-Graphic-Designer-JAC-Cairo-Egypt
Graphic Designer,Confidential -,"Cairo, Egypt",Full TimeRemoteExperienced · 3 - 10 Yrs of Exp · Creative/Design/Art · Design · Graphic · Creative · Adobe Photoshop · Adobe illustrator · Graphic Design · illustrator · photoshop · Social Media,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/D8nQEx8slCL7-Graphic-Designer-Cairo-Egypt
Senior Graphic Designer,RUSHBRUSH INC -,"Cairo, Egypt",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Graphic Design · adobe · photoshop · Adobe illustrator · Adobe Photoshop · illustrator · Graphic · Design,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/W6MgeCjB7tJN-Senior-Graphic-Designer-RUSHBRUSH-INC-Cairo-Egypt
Graphic Designer Female,Havana's Secret -,"6th of October, Giza, Egypt",Full TimePart TimeOn-siteEntry Level · 0 - 1 Yrs of Exp · females_only · Creative/Design/Art · Management · Microsoft · Microsoft Office · Communication · Administration · Communication skills · office · Skills · Admin,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/8kwwQrtHRecy-Graphic-Designer-Female-Havanas-Secret-Giza-Egypt
3D Animator Graphic Designer,Mico World Limited -,"Maadi, Cairo, Egypt",Full TimeOn-siteEntry Level · 1 - 2 Yrs of Exp · Creative/Design/Art · Adobe illustrator · 3D · Adobe Photoshop · After Effects · Cinema 4D · Animation · Design · Fine Arts · Creative,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/km2WT1pnHjAg-3D-Animator-Graphic-Designer-Mico-World-Limited-Cairo-Egypt
Senior Creative Graphic Designer,Confidential -,"Sheikh Zayed, Giza, Egypt",Full TimeOn-siteExperienced · 2 - 5 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Adobe illustrator · Creativity · Design · Graphic Design · illustrator · photoshop · Graphic,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/sPoZaIRilr9o-Senior-Creative-Graphic-Designer-Giza-Egypt
Graphic Designer,NAB -,"Sheikh Zayed, Giza, Egypt",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · females_only · Creative/Design/Art · Adobe illustrator · Arts · Adobe Photoshop · indesign,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/vWFHU2ZfAoqE-Graphic-Designer-NAB-Giza-Egypt
Graphic Designer,Grease Horizon -,"Alexandria, Egypt",Full TimeOn-siteExperienced · 3 - 7 Yrs of Exp · females_only · Creative/Design/Art · Adobe illustrator · Adobe Photoshop · Graphic · Graphic Design · Arts · photoshop · illustrator · indesign · Fine Arts,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/tkTMV1SoJA7G-Graphic-Designer-Grease-Horizon-Alexandria-Egypt
Senior Graphic Designer,Store Garden -,"Cairo, Egypt",Full TimeOn-siteSenior Management · 4 - 6 Yrs of Exp · females_only · Creative/Design/Art · Media/Journalism/Publishing · Adobe Photoshop · Adobe illustrator · Arts · Graphic · Graphic Design · graphic designer · Motion Graphics · Video Editing,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/uXWoltG1tj9t-Senior-Graphic-Designer-Kawader-Store-Cairo-Egypt
Social Media Designer,ABC Display Systems -,"Nozha, Cairo, Egypt",Full TimeOn-siteEntry Level · 2 - 4 Yrs of Exp · Other · Adobe Photoshop · Adobe illustrator · Aftereffect,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/OaQpufH5FQYq-Social-Media-Designer-ABC-Display-Systems-Cairo-Egypt
Senior Graphic Designer,AFFSQUARE -,"Sheraton, Cairo, Egypt",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Graphic · Graphic Design · illustrator · photoshop · Adobe Creative Suite · Adobe Photoshop · Creative,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/6psv9CpLyidx-Senior-Graphic-Designer-AFFSQUARE-Cairo-Egypt
3D Designer,Touch Media International -,"Nasr City, Cairo, Egypt",Full TimeOn-siteExperienced · 7 - 10 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · 3d max · illustrator · AutoCAD · Advertising · Creative · Design · 3D · photoshop,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/uE1J1dcysWzp-3D-Designer-Touch-Media-International-Cairo-Egypt
Multimedia Designer,Healthy & Tasty -,"Maadi, Cairo, Egypt",Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Adobe illustrator · Adobe Photoshop · Design · Designer · Fine Arts · Graphic Design · Training,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/cua2Hd0x0YyS-Multimedia-Designer-Healthy-Tasty-Cairo-Egypt
Graphic Designer,Carina Wear -,"New Cairo, Cairo, Egypt",Full TimeOn-siteEntry Level · 1+ Yrs of Exp · Creative/Design/Art · Fashion · Adobe Photoshop · Graphic Design · Graphic · Design · Creative · photoshop · Adobe illustrator · Adobe Creative Suite,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/WiUYdYf7hauR-Graphic-Designer-Carina-Wear-Cairo-Egypt
Graphic Designer,Confidential -,"Cairo, Egypt",Full TimeOn-siteExperienced · 2 - 3 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Design · Adobe illustrator · Adobe Photoshop · Graphic Design · media,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/CwkHCJS7PsE1-Graphic-Designer-Cairo-Egypt
Fashion Designer,Sotra kids clothes -,"Cairo, Egypt",Full TimeOn-siteExperienced · 3 - 10 Yrs of Exp · Creative/Design/Art · Fashion · Adobe Photoshop · Adobe illustrator · Fashion · Designer · Arts · Design · excel · Fine Arts,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/BcR7CODLA0Jk-Fashion-Designer-Sotra-kids-clothes-Cairo-Egypt
Graphic and Book Designer Specialist,Mishkat Nour -,"Nasr City, Cairo, Egypt",Full TimePart TimeOn-siteSenior Management · 4 - 6 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Adobe Indesign · Adobe illustrator · Marketing · Graphic Design · Design · Creative · Social Media,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/8DDAcmVAZr4T-Graphic-and-Book-Designer-Specialist-Mishkat-Nour-Cairo-Egypt
Graphic Designer,MJ hear egy  -,"Bolkly, Alexandria, Egypt",Full TimeOn-siteSenior Management · 3 - 5 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · graphic designer · Designer · Adobe illustrator · Adobe Photoshop,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/62lNO4aP8aT9-Graphic-Designer-MJ-hear-egy-Alexandria-Egypt
Senior UI/UX Designer,qTech.  -,"Mansoura, Dakahlia, Egypt",Full TimeOn-siteExperienced · 3+ Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · UI/UX · UI/UX Design · Design · UI Design · Photoshop · Information Technology (IT) · Computer Science,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/XlzdvYZipSvV-Senior-UIUX-Designer-qTech-Dakahlia-Egypt
Interior Designer,Z Concept -,"Cairo, Egypt",Full TimeOn-siteExperienced · 3 - 10 Yrs of Exp · Engineering - Construction/Civil/Architecture · Creative/Design/Art · AutoCAD · Interior · Interior Design · 3d max · 3D · Architecture · Design · Furniture,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/MusbhjfJcSo2-Interior-Designer-Z-Concept-Cairo-Egypt
3D Designer Teamleader,Selah ElTelmeez For Publishing & printing -,"Obour City, Cairo, Egypt",Full TimeShift BasedOn-siteExperienced · 5 - 7 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · 3d designer · 3D · Adobe Photoshop · Design · Designer · 3ds Max · Applied Arts · illustrator,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/rluuK9KgboB7-3D-Designer-Teamleader-Selah-ElTelmeez-For-Publishing-printing-Cairo-Egypt
Social Media Moderator,OPPO Egypt  -,"Nasr City, Cairo, Egypt",Full TimeOn-siteExperienced · 1 - 3 Yrs of Exp · Writing/Editorial · Marketing/PR/Advertising · Media/Journalism/Publishing · Media · Social Media · Communication · google · Content · E-marketing · Marketing,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/aQrMnuz1Uuw1-Social-Media-Moderator-OPPO-Egypt-Cairo-Egypt
UI UX Designer - FaainexPlatform,Finiex Soft  -,"Fleming, Alexandria, Egypt",Full TimeOn-siteEntry Level · 2 - 5 Yrs of Exp · Creative/Design/Art · IT/Software Development · adobe · Adobe illustrator · Design · illustrator · UI/UX · Information Technology (IT) · Adobe XD,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/LxlrXsu3kxkg-UI-UX-Designer---FaainexPlatform-Finiex-Soft-Alexandria-Egypt
Graphic Designer,Trustgraphic -,"Downtown, Cairo, Egypt",Full TimeOn-siteExperienced · 2 - 3 Yrs of Exp · Creative/Design/Art · Graphic Design · Printing · Design · Adobe illustrator · Adobe Photoshop · Communication · Graphic · Graphic Designing · illustrator,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/6xirtr5Kn6IR-Graphic-Designer-Trustgraphic-Cairo-Egypt
Graphic Designer,PET for Packaging   -,"10th of Ramadan City, Sharqia, Egypt",Full TimeOn-siteExperienced · 3 - 6 Yrs of Exp · Creative/Design/Art · Graphic Designing · photoshop · illustrator,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/AZkjDomGUYyW-Graphic-Designer-PET-for-Packaging-Sharqia-Egypt
Graphic Designer,EEC Group -,"Sheraton, Cairo, Egypt",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Adobe illustrator · Adobe Photoshop · Design · Graphic · Graphic Design · graphic designer · Designer,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/0e1Na24tkSdk-Graphic-Designer-EEC-Group-Cairo-Egypt
UI UX Designer,Abadnet -,"Ain Shams, Cairo, Egypt",Full TimeOn-siteExperienced · 2 - 10 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · ui · UX · Web · Designer · Design · Analysis · adobe,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/qLsfcDkS37SQ-UI-UX-Designer-Abadnet-Cairo-Egypt
Art Director,Galipette Agency -,"Heliopolis, Cairo, Egypt",Full TimeOn-siteSenior Management · 5 - 15 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Adobe illustrator · Adobe Photoshop · art director · Art · Design · Director · Graphic Design,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/QhOnDhQnLZjI-Art-Director-Galipette-Agency-Cairo-Egypt
Designer (Motion and Graphic),ERP-Bank -,"Sidi Gaber, Alexandria, Egypt",Full TimePart TimeOn-siteExperienced · 2 - 5 Yrs of Exp · Business Development · Creative/Design/Art · IT/Software Development · 3d max · Adobe illustrator · Communication skills · Digital Marketing · Design · 3D · Graphic Design,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/sNlexDM4CBp0-Designer-Motion-and-Graphic-ERP-Bank-Alexandria-Egypt
Senior Graphic Designer,o2 Media Group -,"Dokki, Giza, Egypt",Full TimeOn-siteExperienced · 4 - 6 Yrs of Exp · Creative/Design/Art · Adobe illustrator · Adobe Photoshop · graphic designer · illustrator · Marketing,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/kJwXwe6a6cyA-Senior-Graphic-Designer-o2-Media-Group-Giza-Egypt
